task_id,external_ref,theme_id,theme_title,status,session_count
e577114d-6482-4f81-9c5a-5d4899f3621c,pp-qc-amvr-003-hplc,hplc-cannabinoid-validation,HPLC-DAD Cannabinoid Assay Validation (MVP-003),review,2
a864b601-f8b7-46b5-ae63-307a20e7425c,pp-qc-mvr-003-hplc,hplc-cannabinoid-validation,HPLC-DAD Cannabinoid Assay Validation (MVP-003),review,1
8805971a-06be-448a-988e-1b679c8b7311,pp-qc-rep-cum-001,qc-weekly-plans-reports,QC Weekly Plans & Reports (SUMA cadence),completed,2
f0e1d26d-fe99-4134-b2c9-9d9195d201d2,pp-qc-wr-010,qc-weekly-plans-reports,QC Weekly Plans & Reports (SUMA cadence),completed,2
294c31ed-37af-461a-b3e6-14ea6425cea9,pp-qc-task-registry-2026,qc-weekly-plans-reports,QC Weekly Plans & Reports (SUMA cadence),completed,1
1284f3da-67af-43ae-8cab-48e0b2136cad,pp-qc-handoff-2026-06-22,qc-weekly-plans-reports,QC Weekly Plans & Reports (SUMA cadence),completed,1
9c0b09e8-d795-4557-96e1-10996804854c,pp-qc-tasklog-automation-pack,suma-tooling-automation,SUMA Tooling & Automation,completed,2
eab8bad0-223c-46c4-8a25-831f54a8de85,pp-th-qta-2026-001,quality-technical-agreement,Quality/Technical Agreement (Tetra Hip),review,2
bdc21782-9a69-4c15-b113-b3ba7c8ebe0b,pp-fert-sop-001-qual-annexes,fertigation-system-qualification,NetaJet/Netafim Fertigation System (PP-FERT-SOP-001),review,2
9dfcdd60-9367-402a-a28a-99159f26df79,pp-fert-sop-001-qualification,fertigation-system-qualification,NetaJet/Netafim Fertigation System (PP-FERT-SOP-001),ongoing,2
ff062fd7-b3fd-4036-8147-bd7902ff8a0e,eqsop-fert-01,fertigation-system-qualification,NetaJet/Netafim Fertigation System (PP-FERT-SOP-001),ongoing,3
fd281fba-127c-444e-bb57-145e701b5113,pp-warehouse-quarantine-register,material-logistics-warehouse,Material Logistics & Warehouse Control,ongoing,1
74f39f10-0b39-4dcd-b836-90e8583a7468,cannabis-flos-sampling-micro-ref,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),completed,1
5c017cd0-e86e-495a-93d2-5f4c1ae80031,pp-qc-sp-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),ongoing,5
217320b0-2100-4fce-a6bf-ebe473e36a32,pp-qc-sop-012-transport,sample-transport-sop,Sample Transport to Outsourced Labs SOP (PP-QC-SOP-012),ongoing,1
5a9fcb22-1d56-4f6f-8b71-84cf59e0f2c8,qcsop-012-coa-coq-issuance,coa-coq-document-suite,CoA/CoQ Document Suite & Issuance (VariationF),ongoing,1
9750cf72-74ef-4c8c-9efe-eb88f03c4954,pp-qc-oox-register,oox-investigation,Out-of-Expected-Results Investigation (QCSOP 019),ongoing,1
0eb6ddff-eed4-49b8-a130-c18d85e9c08b,qcsop-018-stability,stability-study,Stability Studies (QCSOP 018),ongoing,1
725d6631-203c-4989-a652-a36371ed06a3,pp-qc-spec-ib-001,material-product-specifications,Material & Product Specifications (IMG / QCSOP 010),ongoing,1
23fcd666-fcd6-4a90-bfb5-f3f6b96ae5b5,pp-qc-lims,qc-lims-coa-systems,QC LIMS & CoA/eCoA Systems,ongoing,2
d996e160-7206-4313-8ea1-483157ff49c3,pp-suma-capture-prompts,suma-tooling-automation,SUMA Tooling & Automation,ongoing,3
10aee7f9-9114-47e8-9250-8f76b7df1ef4,pp-gmp-sweep-candidate-register,suma-tooling-automation,SUMA Tooling & Automation,ongoing,2
75c92861-126f-4fcd-b48d-93023eb460e8,pp-suma-design-system,suma-tooling-automation,SUMA Tooling & Automation,ongoing,1
f1a5e170-3de6-4f83-bdaa-6b08886c10c4,pp-coa-tracker-app,qc-lims-coa-systems,QC LIMS & CoA/eCoA Systems,stuck,1
bba50820-614c-437e-b097-b1b8fb88e53f,qcsop-019,oox-investigation,Out-of-Expected-Results Investigation (QCSOP 019),ongoing,1
485d6814-00c7-4353-b00a-e3fac256cad3,qcsop-018,stability-study,Stability Studies (QCSOP 018),ongoing,1
442b300c-9a72-4b84-a326-50b6e416279f,qcsop-018-a01,stability-study,Stability Studies (QCSOP 018),ongoing,1
bd0e46e7-7b6c-4965-8eec-0215451f40e1,qcsop-018-a02,stability-study,Stability Studies (QCSOP 018),ongoing,1
d2825ea1-dd53-4caf-9582-8c9272e04c38,qcsop-018-a06,stability-study,Stability Studies (QCSOP 018),ongoing,1
fe46cb9b-07a4-499f-b95b-5da53df9c1c2,qcsop-018-a07,stability-study,Stability Studies (QCSOP 018),ongoing,1
8ed1ca73-19db-4aa2-b16f-119491b9e60b,qcsop-018-a09,stability-study,Stability Studies (QCSOP 018),ongoing,1
05db9fad-c491-4e0b-bf8a-5cb9262921b5,qcsop-010,material-product-specifications,Material & Product Specifications (IMG / QCSOP 010),ongoing,1
49a0ec20-a3e0-4100-b22c-5182448e9df0,qcsp-003,material-product-specifications,Material & Product Specifications (IMG / QCSOP 010),ongoing,1
9b7d464a-da91-438a-888a-48dfa286fa6f,pp-qc-sop-008,sampling-sop,QC Sampling SOP Authoring (PP-QC-SOP-017 / 008 / QCSOP 011),ongoing,1
bb1e9f6c-e0c5-4b70-82ff-ce9c5efdd6ac,pp-qc-sop-017,sampling-sop,QC Sampling SOP Authoring (PP-QC-SOP-017 / 008 / QCSOP 011),ongoing,3
502da00c-5eea-48ff-a9e1-ddcef3b2b32e,pp-qc-sop-002-water,qc-water-testing-sop,QC Water Testing & Sampling SOP (PP-QC-SOP-002),ongoing,1
953305ea-50c9-4add-83f9-1e76ec913d52,pp-ceo-ord-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),ongoing,1
a660c741-e28e-4c5a-aa4a-ae376918b920,pp-qc-ser-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),completed,1
a32d5085-1a82-45c8-ab8d-4bed65481cd8,pp-qc-micro-sampling-handover,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),ongoing,1
1b3a0b76-bb93-42bc-b173-a39f57f5216e,pp-material-transfer-forms,material-logistics-warehouse,Material Logistics & Warehouse Control,ongoing,1
9f1f3341-9b4c-4228-9a35-458f169ca111,prd-qc-lims,qc-lims-coa-systems,QC LIMS & CoA/eCoA Systems,ongoing,1
8727f152-3b84-44cc-b932-31f294dcd9e1,coa-track-qc-lims-roadmap,qc-lims-coa-systems,QC LIMS & CoA/eCoA Systems,ongoing,1
75bc7159-3f65-4560-8f97-cde957c50ef6,qc-lims-gmp-compliance,qc-lims-coa-systems,QC LIMS & CoA/eCoA Systems,ongoing,1
6a1f1663-b661-4742-8054-dac5052de07c,pp-qc-mhr-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),completed,1
5203bdab-001a-40c0-9444-4ab337b51a34,pp-qc-mhr-002-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),completed,1
ebd3b841-3338-4fef-8204-0acbf76f3a12,pp-qc-amvr-a02-1-001-2026,lod-hma-validation,LoD / HMA Method Validation (SAM a02.1/a02.2),completed,1
438498f9-3a46-40c2-a205-17a60bbb43a6,po-sop-a01-cannabis-material-handover,material-logistics-warehouse,Material Logistics & Warehouse Control,completed,1
c07b2e93-a957-49bf-9911-88d4c97e78c0,po-sop-a02-cannabis-material-receipt,material-logistics-warehouse,Material Logistics & Warehouse Control,completed,1
dfad8b48-c1b9-4b2d-ba9a-cf3021287ab9,po-sop-007-a26-a01-qc-assay-labels,labeling-qasop-031,Labeling & Label Control (QASOP 031),completed,1
5517392e-7223-452b-ae10-afdd3564b030,qasop-031-axx-rs-label,labeling-qasop-031,Labeling & Label Control (QASOP 031),completed,1
46dd6cce-ee8b-4aca-ba73-411d08a3cfc3,po-sop-007-a14-sampled-label,labeling-qasop-031,Labeling & Label Control (QASOP 031),completed,1
4a1a0646-a5e0-467d-afad-4eb80e583922,qcsop-011,sampling-sop,QC Sampling SOP Authoring (PP-QC-SOP-017 / 008 / QCSOP 011),ongoing,2
481c5f6a-8e47-4061-bc99-10255ca90252,pp-qc-sop-008-annexes,sampling-sop,QC Sampling SOP Authoring (PP-QC-SOP-017 / 008 / QCSOP 011),ongoing,1
120f36eb-5d62-4b78-91ea-22bbe4ee585c,pp-qc-sr-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),ongoing,2
4adac856-9f4a-4486-a1ec-1cbe3a837cd9,pp-qc-dsp-template,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),completed,1
fb3efb75-4c10-457a-8e7b-0ca678c7dae6,pp-qc-dsp-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),ongoing,1
e583642a-fb88-42d3-bf3e-f5ba44f3a931,qasop-031-status-labels,labeling-qasop-031,Labeling & Label Control (QASOP 031),ongoing,2
aee0ecbd-f699-4770-bb5c-2572ac0537ab,qc-sampling-labels-hpa1024-opm1024,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),completed,2
6ed08a69-a6d4-4aff-a76b-b05ba93cd443,pp-document-suite-skill-addendum,suma-tooling-automation,SUMA Tooling & Automation,completed,1
89294582-8d90-4b09-8049-4b556eb62cf4,qc-sampling-labeling-training-decks,labeling-qasop-031,Labeling & Label Control (QASOP 031),completed,1
f43ea968-b1d2-4a8b-9bab-c5c976dd1f8c,pp-qc-handover-001-26,micro-sampling-campaign,Micro-Verification Sampling Campaign (21 batches),ongoing,1
2101f678-9098-455e-ab5d-d587b7f99776,pp-qasop-031-v1-01-rebaseline,labeling-qasop-031,Labeling & Label Control (QASOP 031),ongoing,3
94daf639-7249-4509-838b-16b2109df4a5,pp-qms-deviation-qasop-031-version-mismatch,labeling-qasop-031,Labeling & Label Control (QASOP 031),pending,1
a5e66bd9-8550-42ce-993b-dbb2c507e7d3,pp-qms-structural-gap-qa-head-qp-separation,gmp-compliance-remediation,GMP Compliance & Remediation Programme,pending,1
56c3cd9b-5e5f-4777-9bb3-442ff20dfc7e,sop-rd-phe-001,phenotype-selection-sop,Cannabis Phenotype Selection SOP,completed,1
4571edfa-879b-4506-a7b9-5312c8d5d9ef,eqp-pps002-pq1-v01,ro-water-qualification,RO Water System Qualification (PP/S/002),ongoing,3
661d8be3-fcd1-4bdf-ac80-3b53ba6deb9e,pp-mval-formatter-skill,suma-tooling-automation,SUMA Tooling & Automation,ongoing,2
819a40c6-b033-40fd-b6c4-eb6ceba850f0,eqp-pps002-annex-package-format,ro-water-qualification,RO Water System Qualification (PP/S/002),completed,1
08c47776-f27f-46a1-8188-735805ba08f9,suma-weeklysuma-task-capture-system,suma-tooling-automation,SUMA Tooling & Automation,ongoing,2
1b820996-3739-4cbd-882b-23fe5afd1fcc,eqsop-001-moc63u-hma,equipment-instrument-sops,Instrument Equipment SOPs,stuck,2
01b23a0c-c6b7-4e8f-b6dd-53f6b3b37e22,gmp-training-programme-competency,gmp-compliance-remediation,GMP Compliance & Remediation Programme,pending,0
f199a034-9022-4233-a2ee-c38e85ed8b9e,external-lab-audit-programme,gmp-compliance-remediation,GMP Compliance & Remediation Programme,pending,0
f7d5d800-f44d-424b-84b7-9d6b53d3009c,eqp-pps002-qr-v01,ro-water-qualification,RO Water System Qualification (PP/S/002),pending,0
10fa8c1f-88da-449f-84f3-5bd74b9c6591,cph-kumanovo-pdf-reissue-sl-correction,cph-pdf-reissue,CPH Kumanovo PDF Re-issuance & SL Correction,pending,0
441f5915-475f-443e-96d4-592554d56e6a,qc-monthly-report-2026-04,qc-weekly-plans-reports,QC Weekly Plans & Reports (SUMA cadence),pending,0
b5cce79e-1c57-462a-8930-6bbc4f7c3aa8,datalogger-recalibration-q2-2026,datalogger-recalibration,Datalogger Recalibration Cycle,pending,0
22e98a4c-480e-4531-b1d4-1630037e096a,eqsop-zeb,equipment-instrument-sops,Instrument Equipment SOPs,ongoing,1
2fb25c16-ac4c-4d3b-aa55-bfa2928fefc7,pp-qa-sop-vq-001,qualification-validation-framework,Qualification & Validation Framework SOPs,completed,1
ee35eae8-f310-4751-810f-58d7f36e86c3,pp-co-sop-001,qa-qms-general-sops,QA/QMS General SOPs,completed,1
63eed61e-ecfe-4269-934c-837597abada3,annual-purified-water-testing-plan,qc-water-testing-sop,QC Water Testing & Sampling SOP (PP-QC-SOP-002),completed,1
dde49eb2-3e77-4f9e-a282-0bdafbcd6c82,eqsop-shimadzu-hplc-sst,equipment-instrument-sops,Instrument Equipment SOPs,ongoing,1
886a5477-ec9b-4ca4-bdab-f6493cb936b7,eqsop-netafim-irrigation,fertigation-system-qualification,NetaJet/Netafim Fertigation System (PP-FERT-SOP-001),ongoing,1
81bd5ed3-3860-4619-83fa-7b899d16b232,eqp-pps002-a05-a06-ph-spec-revision,ro-water-qualification,RO Water System Qualification (PP/S/002),ongoing,1
3e826b58-7aed-4bd0-9f51-c6df74d88dc3,eqp-pps002-ammonia-spec-lod-gap,ro-water-qualification,RO Water System Qualification (PP/S/002),ongoing,1
000c514e-5774-42a8-8f56-4ba7b940a744,capa-dp-pps002-pq-cond-f117,ro-water-qualification,RO Water System Qualification (PP/S/002),ongoing,1
b6d8b1c2-ebe2-40c5-aa0d-371aeae51607,capa-dp-pps002-pq-micro-1203,ro-water-qualification,RO Water System Qualification (PP/S/002),ongoing,1
